"국가(대륙)별","상품군별","판매유형별","시점",데이터
"중국","스포츠·레저용품","면세점 이외","2019.4/4",542
"중국","스포츠·레저용품","면세점 이외","2020.1/4",449
"중국","스포츠·레저용품","면세점 이외","2020.2/4",1156
"중국","스포츠·레저용품","면세점 이외","2020.3/4",538
"중국","스포츠·레저용품","면세점 이외","2020.4/4",1856
"중국","스포츠·레저용품","면세점 이외","2021.1/4",347
"중국","스포츠·레저용품","면세점 이외","2021.2/4",321
"중국","스포츠·레저용품","면세점 이외","2021.3/4",317
"중국","스포츠·레저용품","면세점 이외","2021.4/4",265
"중국","스포츠·레저용품","면세점 이외","2022.1/4",202
"중국","스포츠·레저용품","면세점 이외","2022.2/4 p)",315
"중국","화장품","면세점 이외","2017.1/4",9562
"중국","화장품","면세점 이외","2017.2/4",5723
"중국","화장품","면세점 이외","2017.3/4",2139
"중국","화장품","면세점 이외","2017.4/4",17184
"중국","화장품","면세점 이외","2018.1/4",6937
"중국","화장품","면세점 이외","2018.2/4",12434
"중국","화장품","면세점 이외","2018.3/4",8897
"중국","화장품","면세점 이외","2018.4/4",15605
"중국","화장품","면세점 이외","2019.1/4",12303
"중국","화장품","면세점 이외","2019.2/4",13065
"중국","화장품","면세점 이외","2019.3/4",12670
"중국","화장품","면세점 이외","2019.4/4",21407
"중국","화장품","면세점 이외","2020.1/4",15779
"중국","화장품","면세점 이외","2020.2/4",8583
"중국","화장품","면세점 이외","2020.3/4",6294
"중국","화장품","면세점 이외","2020.4/4",8199
"중국","화장품","면세점 이외","2021.1/4",5584
"중국","화장품","면세점 이외","2021.2/4",5546
"중국","화장품","면세점 이외","2021.3/4",8609
"중국","화장품","면세점 이외","2021.4/4",10733
"중국","화장품","면세점 이외","2022.1/4",6032
"중국","화장품","면세점 이외","2022.2/4 p)",6444
"중국","아동·유아용품","면세점 이외","2017.1/4",2186
"중국","아동·유아용품","면세점 이외","2017.2/4",1729
"중국","아동·유아용품","면세점 이외","2017.3/4",1355
"중국","아동·유아용품","면세점 이외","2017.4/4",1494
"중국","아동·유아용품","면세점 이외","2018.1/4",1304
"중국","아동·유아용품","면세점 이외","2018.2/4",1466
"중국","아동·유아용품","면세점 이외","2018.3/4",1209
"중국","아동·유아용품","면세점 이외","2018.4/4",1492
"중국","아동·유아용품","면세점 이외","2019.1/4",993
"중국","아동·유아용품","면세점 이외","2019.2/4",1227
"중국","아동·유아용품","면세점 이외","2019.3/4",720
"중국","아동·유아용품","면세점 이외","2019.4/4",1143
"중국","아동·유아용품","면세점 이외","2020.1/4",1301
"중국","아동·유아용품","면세점 이외","2020.2/4",1147
"중국","아동·유아용품","면세점 이외","2020.3/4",1799
"중국","아동·유아용품","면세점 이외","2020.4/4",1359
"중국","아동·유아용품","면세점 이외","2021.1/4",961
"중국","아동·유아용품","면세점 이외","2021.2/4",878
"중국","아동·유아용품","면세점 이외","2021.3/4",1354
"중국","아동·유아용품","면세점 이외","2021.4/4",1451
"중국","아동·유아용품","면세점 이외","2022.1/4",659
"중국","아동·유아용품","면세점 이외","2022.2/4 p)",1586
"중국","음·식료품","면세점 이외","2017.1/4",1204
"중국","음·식료품","면세점 이외","2017.2/4",766
"중국","음·식료품","면세점 이외","2017.3/4",309
"중국","음·식료품","면세점 이외","2017.4/4",817
"중국","음·식료품","면세점 이외","2018.1/4",478
"중국","음·식료품","면세점 이외","2018.2/4",433
"중국","음·식료품","면세점 이외","2018.3/4",359
"중국","음·식료품","면세점 이외","2018.4/4",425
"중국","음·식료품","면세점 이외","2019.1/4",995
"중국","음·식료품","면세점 이외","2019.2/4",438
"중국","음·식료품","면세점 이외","2019.3/4",267
"중국","음·식료품","면세점 이외","2019.4/4",444
"중국","음·식료품","면세점 이외","2020.1/4",1541
"중국","음·식료품","면세점 이외","2020.2/4",604
"중국","음·식료품","면세점 이외","2020.3/4",1263
"중국","음·식료품","면세점 이외","2020.4/4",812
"중국","음·식료품","면세점 이외","2021.1/4",674
"중국","음·식료품","면세점 이외","2021.2/4",674
"중국","음·식료품","면세점 이외","2021.3/4",638
"중국","음·식료품","면세점 이외","2021.4/4",535
"중국","음·식료품","면세점 이외","2022.1/4",572
"중국","음·식료품","면세점 이외","2022.2/4 p)",527
"중국","농축수산물","면세점 이외","2017.1/4",12
"중국","농축수산물","면세점 이외","2017.2/4",13
"중국","농축수산물","면세점 이외","2017.3/4",22
"중국","농축수산물","면세점 이외","2017.4/4",17
"중국","농축수산물","면세점 이외","2018.1/4",43
"중국","농축수산물","면세점 이외","2018.2/4",39
"중국","농축수산물","면세점 이외","2018.3/4",24
"중국","농축수산물","면세점 이외","2018.4/4",14
"중국","농축수산물","면세점 이외","2019.1/4",15
"중국","농축수산물","면세점 이외","2019.2/4",24
"중국","농축수산물","면세점 이외","2019.3/4",6
"중국","농축수산물","면세점 이외","2019.4/4",14
"중국","농축수산물","면세점 이외","2020.1/4",20
"중국","농축수산물","면세점 이외","2020.2/4",20
"중국","농축수산물","면세점 이외","2020.3/4",28
"중국","농축수산물","면세점 이외","2020.4/4",20
"중국","농축수산물","면세점 이외","2021.1/4",19
"중국","농축수산물","면세점 이외","2021.2/4",24
"중국","농축수산물","면세점 이외","2021.3/4",19
"중국","농축수산물","면세점 이외","2021.4/4",9
"중국","농축수산물","면세점 이외","2022.1/4",8
"중국","농축수산물","면세점 이외","2022.2/4 p)",8
"중국","생활용품 및 자동차용품","면세점 이외","2017.1/4",3323
"중국","생활용품 및 자동차용품","면세점 이외","2017.2/4",2225
"중국","생활용품 및 자동차용품","면세점 이외","2017.3/4",3269
"중국","생활용품 및 자동차용품","면세점 이외","2017.4/4",7414
"중국","생활용품 및 자동차용품","면세점 이외","2018.1/4",4175
"중국","생활용품 및 자동차용품","면세점 이외","2018.2/4",3800
"중국","생활용품 및 자동차용품","면세점 이외","2018.3/4",1660
"중국","생활용품 및 자동차용품","면세점 이외","2018.4/4",4155
"중국","생활용품 및 자동차용품","면세점 이외","2019.1/4",2261
"중국","생활용품 및 자동차용품","면세점 이외","2019.2/4",2916
"중국","생활용품 및 자동차용품","면세점 이외","2019.3/4",5507
"중국","생활용품 및 자동차용품","면세점 이외","2019.4/4",6125
"중국","생활용품 및 자동차용품","면세점 이외","2020.1/4",2640
"중국","생활용품 및 자동차용품","면세점 이외","2020.2/4",2264
"중국","생활용품 및 자동차용품","면세점 이외","2020.3/4",984
"중국","생활용품 및 자동차용품","면세점 이외","2020.4/4",1254
"중국","생활용품 및 자동차용품","면세점 이외","2021.1/4",1272
"중국","생활용품 및 자동차용품","면세점 이외","2021.2/4",1085
"중국","생활용품 및 자동차용품","면세점 이외","2021.3/4",1017
"중국","생활용품 및 자동차용품","면세점 이외","2021.4/4",655
"중국","생활용품 및 자동차용품","면세점 이외","2022.1/4",376
"중국","생활용품 및 자동차용품","면세점 이외","2022.2/4 p)",666
"중국","기 타","면세점 이외","2017.1/4",732
"중국","기 타","면세점 이외","2017.2/4",728
"중국","기 타","면세점 이외","2017.3/4",614
"중국","기 타","면세점 이외","2017.4/4",1159
"중국","기 타","면세점 이외","2018.1/4",1068
"중국","기 타","면세점 이외","2018.2/4",1628
"중국","기 타","면세점 이외","2018.3/4",975
"중국","기 타","면세점 이외","2018.4/4",1102
"중국","기 타","면세점 이외","2019.1/4",924
"중국","기 타","면세점 이외","2019.2/4",1259
"중국","기 타","면세점 이외","2019.3/4",947
"중국","기 타","면세점 이외","2019.4/4",1774
"중국","기 타","면세점 이외","2020.1/4",18009
"중국","기 타","면세점 이외","2020.2/4",1031
"중국","기 타","면세점 이외","2020.3/4",944
"중국","기 타","면세점 이외","2020.4/4",2752
"중국","기 타","면세점 이외","2021.1/4",2712
"중국","기 타","면세점 이외","2021.2/4",2668
"중국","기 타","면세점 이외","2021.3/4",2359
"중국","기 타","면세점 이외","2021.4/4",1797
"중국","기 타","면세점 이외","2022.1/4",4387
"중국","기 타","면세점 이외","2022.2/4 p)",2634
"일본","컴퓨터 및 주변기기","면세점 이외","2017.1/4",26
"일본","컴퓨터 및 주변기기","면세점 이외","2017.2/4",29
"일본","컴퓨터 및 주변기기","면세점 이외","2017.3/4",38
"일본","컴퓨터 및 주변기기","면세점 이외","2017.4/4",35
"일본","컴퓨터 및 주변기기","면세점 이외","2018.1/4",27
"일본","컴퓨터 및 주변기기","면세점 이외","2018.2/4",42
"일본","컴퓨터 및 주변기기","면세점 이외","2018.3/4",70
"일본","컴퓨터 및 주변기기","면세점 이외","2018.4/4",25
"일본","컴퓨터 및 주변기기","면세점 이외","2019.1/4",34
"일본","컴퓨터 및 주변기기","면세점 이외","2019.2/4",28
"일본","컴퓨터 및 주변기기","면세점 이외","2019.3/4",13
"일본","컴퓨터 및 주변기기","면세점 이외","2019.4/4",63
"일본","컴퓨터 및 주변기기","면세점 이외","2020.1/4",36
"일본","컴퓨터 및 주변기기","면세점 이외","2020.2/4",43
"일본","컴퓨터 및 주변기기","면세점 이외","2020.3/4",83
"일본","컴퓨터 및 주변기기","면세점 이외","2020.4/4",31
"일본","컴퓨터 및 주변기기","면세점 이외","2021.1/4",40
"일본","컴퓨터 및 주변기기","면세점 이외","2021.2/4",26
"일본","컴퓨터 및 주변기기","면세점 이외","2021.3/4",22
"일본","컴퓨터 및 주변기기","면세점 이외","2021.4/4",14
"일본","컴퓨터 및 주변기기","면세점 이외","2022.1/4",2
"일본","컴퓨터 및 주변기기","면세점 이외","2022.2/4 p)",1
"일본","가전·전자·통신기기","면세점 이외","2017.1/4",680
"일본","가전·전자·통신기기","면세점 이외","2017.2/4",674
"일본","가전·전자·통신기기","면세점 이외","2017.3/4",729
"일본","가전·전자·통신기기","면세점 이외","2017.4/4",637
"일본","가전·전자·통신기기","면세점 이외","2018.1/4",761
"일본","가전·전자·통신기기","면세점 이외","2018.2/4",651
"일본","가전·전자·통신기기","면세점 이외","2018.3/4",678
"일본","가전·전자·통신기기","면세점 이외","2018.4/4",145
"일본","가전·전자·통신기기","면세점 이외","2019.1/4",797
"일본","가전·전자·통신기기","면세점 이외","2019.2/4",658
"일본","가전·전자·통신기기","면세점 이외","2019.3/4",707
"일본","가전·전자·통신기기","면세점 이외","2019.4/4",182
"일본","가전·전자·통신기기","면세점 이외","2020.1/4",113
"일본","가전·전자·통신기기","면세점 이외","2020.2/4",63
"일본","가전·전자·통신기기","면세점 이외","2020.3/4",140
"일본","가전·전자·통신기기","면세점 이외","2020.4/4",88
"일본","가전·전자·통신기기","면세점 이외","2021.1/4",60
"일본","가전·전자·통신기기","면세점 이외","2021.2/4",32
"일본","가전·전자·통신기기","면세점 이외","2021.3/4",52
"일본","가전·전자·통신기기","면세점 이외","2021.4/4",31
"일본","가전·전자·통신기기","면세점 이외","2022.1/4",8
"일본","가전·전자·통신기기","면세점 이외","2022.2/4 p)",13
"일본","소프트웨어","면세점 이외","2017.1/4",2
"일본","소프트웨어","면세점 이외","2017.2/4",2
"일본","소프트웨어","면세점 이외","2017.3/4",1
"일본","소프트웨어","면세점 이외","2017.4/4",3
"일본","소프트웨어","면세점 이외","2018.1/4",2
"일본","소프트웨어","면세점 이외","2018.2/4",2
"일본","소프트웨어","면세점 이외","2018.3/4",2
"일본","소프트웨어","면세점 이외","2018.4/4",1
"일본","소프트웨어","면세점 이외","2019.1/4",5
"일본","소프트웨어","면세점 이외","2019.2/4",7
"일본","소프트웨어","면세점 이외","2019.3/4",1
"일본","소프트웨어","면세점 이외","2019.4/4",1
"일본","소프트웨어","면세점 이외","2020.1/4",1
"일본","소프트웨어","면세점 이외","2020.2/4",2
"일본","소프트웨어","면세점 이외","2020.3/4",1
"일본","소프트웨어","면세점 이외","2020.4/4",23
"일본","소프트웨어","면세점 이외","2021.1/4",1
"일본","소프트웨어","면세점 이외","2021.2/4",4
"일본","소프트웨어","면세점 이외","2021.3/4",0
"일본","소프트웨어","면세점 이외","2021.4/4",0
"일본","소프트웨어","면세점 이외","2022.1/4",0
"일본","소프트웨어","면세점 이외","2022.2/4 p)",0
"일본","서 적","면세점 이외","2017.1/4",89
"일본","서 적","면세점 이외","2017.2/4",76
"일본","서 적","면세점 이외","2017.3/4",38
